SMILES,DB.Number,M.Wt.,Formula,Name,InChI Code,Model_Enthalpy,Model+Measured_Enthalpy,Model_Entropy,Model+Measured_entropy,C,H,As,B,Br,Cl,F,Ge,I,N,O,P,S,Se,Si,PM6 Entropy 298K,PM7 Enthalpy 298K,"PM7 H-Ho (300 K), kCal/mol","PM7 H-Ho (400 K), kCal/mol","PM7 H-Ho (500 K), kCal/mol","PM7 H-Ho (600 K), kCal/mol","PM7 H-Ho (700 K), kCal/mol","PM7 H-Ho (800 K), kCal/mol","PM7 H-Ho (900 K), kCal/mol","PM7 H-Ho (1000 K), kCal/mol","PM7 H-Ho (1100 K), kCal/mol","PM7 H-Ho (1200 K), kCal/mol","PM7 H-Ho (1300 K), kCal/mol","PM7 H-Ho (1400 K), kCal/mol","PM7 H-Ho (1500 K), kCal/mol","PM7 S-So (300 K), Cal/mol/K","PM7 S-So (400 K), Cal/mol/K","PM7 S-So (500 K), Cal/mol/K","PM7 S-So (600 K), Cal/mol/K","PM7 S-So (700 K), Cal/mol/K","PM7 S-So (800 K), Cal/mol/K","PM7 S-So (900 K), Cal/mol/K","PM7 S-So (1000 K), Cal/mol/K","PM7 S-So (1100 K), Cal/mol/K","PM7 S-So (1200 K), Cal/mol/K","PM7 S-So (1300 K), Cal/mol/K","PM7 S-So (1400 K), Cal/mol/K","PM7 S-So (1500 K), Cal/mol/K",DG (298K),DG   (300K),DG (400K),DG (500K),DG (600K),DG (700K),DG (800K),DG (900K),DG (1000K),DG (1100K),DG (1200K),DG (1300K),DG (1400K),DG (1500K)
NC(C)(CCl)Cl,6581,127.996,C3H7Cl2N,"1,2-dichloropropan-2-amine","InChI=1S/C3H7Cl2N/c1-3(5,6)2-4/h2,6H2,1H3",-166.1,-166.1,364.3,364.3,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,88.4074,-43.049,0.058,3.271,7.063,11.349,16.048,21.096,26.439,32.031,37.836,43.821,49.96,56.232,62.616,0.193,9.394,17.834,25.635,32.871,39.607,45.897,51.787,57.318,62.525,67.438,72.085,76.489,-38.203317,-37.343432,6.353412,51.09028,96.39904,141.990494,187.679272,233.354906,278.93742,324.385766,369.65858,414.751158,459.65574,504.36085
NC(Cl)(CCCl),6582,127.996,C3H7Cl2N,"1,3-dichloropropan-1-amine","InChI=1S/C3H7Cl2N/c4-2-1-3(5)6/h3H,1-2,6H2",-149.5,-149.5,366.1,366.1,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,88.9012,-38.744,0.055,3.11,6.769,10.947,15.561,20.541,25.829,31.377,37.145,43.1,49.213,55.462,61.827,0.182,8.929,17.07,24.674,31.779,38.424,44.649,50.492,55.988,61.168,66.061,70.691,75.082,-22.139717,-21.282178,22.337912,67.15812,112.648868,158.490026,204.475324,250.480082,296.4168,342.232726,387.891512,433.371316,478.674828,523.78472
NC(CCl)(CCl),6583,127.996,C3H7Cl2N,"1,3-dichloropropan-2-amine","InChI=1S/C3H7Cl2N/c4-1-3(6)2-5/h3H,1-2,6H2",-123.7,-123.7,358.7,358.7,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,86.8432,-31.96,0.054,3.076,6.714,10.88,15.488,20.465,25.751,31.299,37.068,43.023,49.137,55.387,61.754,0.18,8.828,16.922,24.505,31.6,38.241,44.464,50.307,55.804,60.984,65.878,70.509,74.901,5.865483,6.73615,51.124664,96.73754,143.03266,189.68864,236.489596,283.310012,330.06406,376.696898,423.172596,469.468058,515.586392,561.51445
ClCNC(C)Cl,6584,127.996,C3H7Cl2N,1-chloro-N-(chloromethyl)ethan-1-amine,"InChI=1S/C3H7Cl2N/c1-3(5)6-2-4/h3,6H,2H2,1H3",-148.8,-148.8,374.7,374.7,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,91.3075,-38.541,0.055,3.092,6.74,10.913,15.526,20.508,25.801,31.355,37.13,43.092,49.213,55.469,61.841,0.181,8.876,16.992,24.586,31.689,38.337,44.568,50.418,55.92,61.107,66.005,70.641,75.037,-24.002517,-23.160924,19.611288,63.59992,108.267452,153.287066,198.448312,243.627764,288.73416,333.72269,378.544048,423.19562,467.656688,511.92539
CN(CCl)CCl,6585,127.996,C3H7Cl2N,1-chloro-N-(chloromethyl)-N-methylmethanamine,"InChI=1S/C3H7Cl2N/c1-6(2-4)3-5/h2-3H2,1H3",-122.2,-122.2,387.8,387.8,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,94.9549,-31.542,0.054,3.08,6.716,10.884,15.497,20.483,25.781,31.341,37.124,43.093,49.222,55.485,61.865,0.18,8.839,16.931,24.516,31.619,38.271,44.508,50.365,55.874,61.067,65.972,70.613,75.014,-1.306317,-0.49385,40.982992,83.67709,127.061792,170.800666,214.684516,258.579884,302.39718,346.099118,389.628868,432.982562,476.147424,519.11992
CNCC(Cl)Cl,6586,127.996,C3H7Cl2N,"2,2-dichloro-N-methylethan-1-amine","InChI=1S/C3H7Cl2N/c1-6-2-3(4)5/h3,6H,2H2,1H3",-92.26,-92.26,366.1,366.1,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,88.912,-23.68,0.054,3.072,6.688,10.83,15.416,20.377,25.651,31.19,36.952,42.903,49.015,55.263,61.628,0.181,8.82,16.865,24.403,31.466,38.084,44.293,50.127,55.617,60.794,65.685,70.315,74.706,35.100283,35.954896,79.60132,124.48799,170.079476,216.039764,262.166764,308.315314,354.40084,400.371844,446.184036,491.82686,537.28336,582.55042
NCC(Cl)(C)Cl,6587,127.996,C3H7Cl2N,"2,2-dichloropropan-1-amine","InChI=1S/C3H7Cl2N/c1-3(4,5)2-6/h2,6H2,1H3",-136.5,-136.5,356,356,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,86.0966,-35.346,0.057,3.234,6.981,11.223,15.886,20.904,26.221,31.793,37.58,43.551,49.678,55.938,62.313,0.192,9.288,17.627,25.35,32.53,39.225,45.485,51.353,56.867,62.061,66.965,71.604,76.002,-6.129917,-5.256358,39.295984,84.93015,131.16714,177.7211,224.39412,271.06361,317.6567,364.119384,410.417404,456.53268,502.461632,548.1978
NC(C(Cl)CCl),6588,127.996,C3H7Cl2N,"2,3-dichloropropan-1-amine","InChI=1S/C3H7Cl2N/c4-1-3(5)2-6/h3H,1-2,6H2",-120.2,-120.2,369.5,369.5,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,89.8453,-31.047,0.054,3.077,6.705,10.859,15.455,20.422,25.699,31.239,37.001,42.951,49.061,55.307,61.67,0.181,8.834,16.907,24.467,31.544,38.17,44.383,50.218,55.708,60.884,65.774,70.402,74.791,6.147083,6.994896,50.298812,94.83127,140.060184,185.654556,231.40728,277.177374,322.88528,368.478246,413.913236,459.175514,504.258156,549.15303
C(Cl)NC(CCl),6589,127.996,C3H7Cl2N,2-chloro-N-(chloromethyl)ethan-1-amine,"InChI=1S/C3H7Cl2N/c4-1-2-6-3-5/h6H,1-3H2",-125.2,-125.2,378.3,378.3,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,92.3182,-32.366,0.053,3.022,6.612,10.739,15.316,20.27,25.541,31.076,36.836,42.786,48.896,55.143,61.507,0.176,8.673,16.659,24.169,31.218,37.828,44.032,49.862,55.35,60.526,65.416,70.045,74.435,-1.475317,-0.643014,41.818104,85.56085,130.025968,174.867412,219.875568,264.917396,309.89202,354.75463,399.459264,443.991186,488.3418,532.50381
NCCC(Cl)Cl,6590,127.996,C3H7Cl2N,"3,3-dichloropropan-1-amine","InChI=1S/C3H7Cl2N/c4-3(5)1-2-6/h3H,1-2,6H2",-108.1,-108.1,368.3,368.3,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,89.5252,-27.885,0.055,3.098,6.735,10.892,15.488,20.452,25.727,31.264,37.022,42.968,49.074,55.317,61.677,0.182,8.894,16.988,24.554,31.63,38.254,44.463,50.295,55.781,60.954,65.841,70.467,74.854,18.604683,19.457822,62.866272,107.48738,152.799928,198.48086,244.311784,290.173454,335.96792,381.650372,427.173176,472.525776,517.699576,562.68728
ClC(NCC)Cl,6591,127.996,C3H7Cl2N,N-(dichloromethyl)ethanamine,"InChI=1S/C3H7Cl2N/c1-2-6-3(4)5/h3,6H,2H2,1H3",-119.6,-119.6,365,365,3,7,0,0,0,2,0,0,0,1,0,0,0,0,0,88.6019,-30.857,0.055,3.128,6.794,10.978,15.597,20.582,25.877,31.431,37.206,43.167,49.286,55.541,61.912,0.184,8.982,17.14,24.754,31.866,38.519,44.751,50.601,56.103,61.289,66.187,70.821,75.217,8.088083,8.945314,52.664536,97.56632,143.137808,189.055944,235.109024,281.186998,327.1869,373.068936,418.784636,464.321772,509.684288,554.84357
O=P(O)(O)CS,6595,128.082,CH5O3PS,(mercaptomethyl)phosphonic acid,"InChI=1S/CH5O3PS/c2-5(3,4)1-6/h6H,1H2,(H2,2,3,4)",-797.7,-797.7,355.9,355.9,1,5,0,0,0,0,0,0,0,0,3,1,1,0,0,91.1381,-193.894,0.061,3.363,7.125,11.25,15.663,20.313,25.16,30.173,35.326,40.597,45.969,51.428,56.96,0.203,9.666,18.046,25.556,32.355,38.561,44.268,49.548,54.458,59.044,63.344,67.388,71.205,-691.196737,-690.479332,-653.833412,-615.67714,-576.818348,-537.62149,-498.258144,-457.767716,-412.416,-367.244104,-321.190444,-271.198076,-221.161936,-171.52855
S=P(O)(O)OC,6596,128.082,CH5O3PS,"O-methyl O,O-dihydrogen phosphorothioate","InChI=1S/CH5O3PS/c1-4-5(2,3)6/h1H3,(H2,2,3,6)",-822.8,-822.8,365.6,365.6,1,5,0,0,0,0,0,0,0,0,3,1,1,0,0,93.9183,-199.806,0.06,3.308,6.997,11.046,15.389,19.975,24.764,29.724,34.83,40.059,45.392,50.816,56.317,0.2,9.512,17.727,25.1,31.789,37.909,43.548,48.773,53.638,58.187,62.456,66.475,70.27,-719.187337,-718.48975,-682.785824,-645.49547,-607.44742,-569.000694,-530.350696,-490.544356,-445.85332,-401.317024,-355.880572,-306.494544,-257.05722,-208.00384
O=S(=O)(O)CS,6597,128.16,CH4O3S2,mercaptomethanesulfonic acid,"InChI=1S/CH4O3S2/c2-6(3,4)1-5/h5H,1H2,(H,2,3,4)",-499,-499,315.2,315.2,1,4,0,0,0,0,0,0,0,0,3,0,2,0,0,86.2094,-126.879,0.056,3.126,6.628,10.46,14.552,18.852,23.324,27.937,32.668,37.5,42.417,47.405,52.455,0.188,8.986,16.784,23.764,30.067,35.806,41.071,45.93,50.439,54.643,58.577,62.274,65.758,-402.527715,-401.880322,-368.795412,-333.74277,-297.820612,-261.439982,-224.816604,-185.910332,-137.20424,-88.737382,-40.505988,7.502542,55.279352,102.84674
O=PC(C)(Cl)F,6598,128.467,C2H3ClFOP,(1-chloro-1-fluoroethyl)(oxo)phosphane,"InChI=1S/C2H3ClFOP/c1-2(3,4)6-5/h1H3",-562.9,-562.9,362.4,362.4,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,88.4973,-130.052,0.054,3.053,6.537,10.425,14.647,19.145,23.87,28.785,33.859,39.065,44.384,49.797,55.292,0.182,8.774,16.529,23.609,30.111,36.113,41.676,46.853,51.687,56.217,60.474,64.485,68.275,-502.798019,-502.395958,-481.826388,-461.02845,-440.314472,-419.826576,-399.651172,-379.842162,-360.41574,-341.375956,-321.661972,-298.192846,-274.86966,-252.10594
O=PC(Cl)CF,6599,128.467,C2H3ClFOP,(1-chloro-2-fluoroethyl)(oxo)phosphane,"InChI=1S/C2H3ClFOP/c3-2(1-4)6-5/h2H,1H2",-499.8,-499.8,366.3,366.3,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,89.6125,-114.103,0.051,2.888,6.239,10.024,14.167,18.603,23.281,28.159,33.203,38.385,43.684,49.081,54.561,0.171,8.293,15.751,22.642,29.022,34.942,40.449,45.586,50.392,54.901,59.141,63.141,66.922,-440.860219,-440.464704,-420.171856,-399.49807,-378.805416,-358.276562,-338.020908,-318.098208,-298.53636,-279.353626,-259.483316,-235.845324,-212.357452,-189.42821
O=PC(F)CCl,6601,128.467,C2H3ClFOP,(2-chloro-1-fluoroethyl)(oxo)phosphane,"InChI=1S/C2H3ClFOP/c3-1-2(4)6-5/h2H,1H2",-559.8,-559.8,366.6,366.6,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,89.6826,-129.226,0.051,2.892,6.249,10.04,14.188,18.628,23.309,28.19,33.235,38.42,43.72,49.118,54.599,0.171,8.305,15.777,22.678,29.066,34.991,40.502,45.642,50.45,54.96,59.202,63.202,66.984,-500.949619,-500.554704,-480.2952,-459.66061,-439.008824,-418.527526,-398.320264,-378.450554,-358.94086,-339.81655,-319.99296,-296.416318,-272.979764,-250.10811
O=PCC(Cl)F,6603,128.467,C2H3ClFOP,(2-chloro-2-fluoroethyl)(oxo)phosphane,"InChI=1S/C2H3ClFOP/c3-2(4)1-6-5/h2H,1H2",-558.2,-558.2,352,352,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,85.5847,-128.796,0.05,2.872,6.218,10.002,14.145,18.582,23.26,28.138,33.183,38.366,43.665,49.062,54.543,0.169,8.249,15.695,22.583,28.963,34.883,40.391,45.529,50.336,54.845,59.086,63.086,66.867,-494.998819,-494.576376,-472.845168,-450.71881,-428.569404,-406.585888,-384.871392,-363.497792,-342.48588,-321.849738,-300.52184,-275.435874,-250.495012,-226.1086
O=P1C(F)(Cl)C1,6606,128.467,C2H3ClFOP,2-chloro-2-fluorophosphirane 1-oxide,"InChI=1S/C2H3ClFOP/c3-2(4)1-6(2)5/h6H,1H2",-379.7,-379.7,333.2,333.2,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,80.3122,-85.309,0.048,2.69,5.744,9.121,12.75,16.581,20.574,24.701,28.938,33.266,37.67,42.139,46.663,0.16,7.729,14.53,20.679,26.269,31.381,36.083,40.43,44.467,48.232,51.758,55.069,58.19,-310.896419,-310.43345,-286.716488,-262.36528,-237.696752,-212.874344,-187.984884,-163.098576,-138.23872,-113.428176,-87.609032,-57.734622,-27.697668,2.05779
O=P1C(F)C1Cl,6608,128.467,C2H3ClFOP,2-chloro-3-fluorophosphirane 1-oxide,"InChI=1S/C2H3ClFOP/c3-1-2(4)6(1)5/h1-2,6H",-346.5,-346.5,336.4,336.4,2,3,0,0,0,1,1,0,0,0,1,1,0,0,0,81.2051,-77.681,0.047,2.645,5.657,8.998,12.599,16.407,20.383,24.496,28.722,33.041,37.438,41.901,46.419,0.157,7.599,14.305,20.389,25.935,31.018,35.699,40.031,44.057,47.815,51.334,54.641,57.758,-278.650019,-278.193868,-254.767228,-230.65869,-206.203572,-181.56824,-156.858332,-132.132348,-107.4278,-82.765876,-57.09786,-27.360366,2.532148,32.14651
O=P(C(Cl)C)O,6609,128.492,C2H6ClO2P,(1-chloroethyl)phosphinic acid,"InChI=1S/C2H6ClO2P/c1-2(3)6(4)5/h2,6H,1H3,(H,4,5)",-603.8,-603.8,377.4,377.4,2,6,0,0,0,1,0,0,0,0,2,1,0,0,0,91.2125,-139.871,0.058,3.24,6.961,11.129,15.665,20.506,25.6,30.907,36.394,42.032,47.798,53.674,59.644,0.193,9.308,17.59,25.179,32.164,38.624,44.621,50.211,55.439,60.344,64.959,69.313,73.431,-489.402717,-488.632532,-449.292876,-408.87562,-367.905612,-326.657714,-285.309376,-243.969352,-202.70572,-161.556802,-119.479044,-73.424466,-27.304156,18.44805
O=P(CCCl)O,6611,128.492,C2H6ClO2P,(2-chloroethyl)phosphinic acid,"InChI=1S/C2H6ClO2P/c3-1-2-6(4)5/h6H,1-2H2,(H,4,5)",-633.4,-633.4,385.5,385.5,2,6,0,0,0,1,0,0,0,0,2,1,0,0,0,93.4805,-147.719,0.056,3.164,6.825,10.948,15.449,20.264,25.338,30.629,36.103,41.732,47.49,53.359,59.323,0.187,9.086,17.235,24.74,31.672,38.097,44.07,49.644,54.86,59.756,64.365,68.714,72.828,-521.416517,-520.663368,-482.079372,-442.35215,-402.02118,-361.391002,-320.638648,-279.88165,-239.1977,-198.62094,-157.103636,-111.61411,-66.055508,-20.86292
O=P(O)(C)CCl,6613,128.492,C2H6ClO2P,(chloromethyl)(methyl)phosphinic acid,"InChI=1S/C2H6ClO2P/c1-6(4,5)2-3/h2H2,1H3,(H,4,5)",-617.1,-617.1,377.5,377.5,2,6,0,0,0,1,0,0,0,0,2,1,0,0,0,91.2331,-143.408,0.06,3.345,7.153,11.39,15.979,20.86,25.986,31.317,36.823,42.475,48.254,54.139,60.116,0.2,9.612,18.088,25.803,32.871,39.385,45.42,51.035,56.281,61.199,65.823,70.184,74.308,-502.732517,-501.96295,-462.702264,-422.46388,-381.739624,-340.783876,-299.75444,-258.75171,-217.83624,-177.045098,-135.335984,-89.643362,-43.897548,1.47222
O=P(CCl)OC,6614,128.492,C2H6ClO2P,methyl (chloromethyl)phosphinate,"InChI=1S/C2H6ClO2P/c1-5-6(4)2-3/h6H,2H2,1H3",-548.8,-548.8,395.3,395.3,2,6,0,0,0,1,0,0,0,0,2,1,0,0,0,96.212,-125.453,0.056,3.175,6.843,10.971,15.478,20.297,25.376,30.673,36.153,41.786,47.549,53.424,59.392,0.188,9.12,17.284,24.799,31.739,38.169,44.149,49.728,54.95,59.85,64.463,68.816,72.933,-439.736917,-439.004622,-401.41024,-362.67932,-323.353012,-283.725824,-243.981476,-204.240008,-164.5649,-125.00576,-84.50942,-40.040022,4.499288,48.66715
CPC(C)(Cl)F,6616,128.511,C3H7ClFP,(1-chloro-1-fluoroethyl)(methyl)phosphane,"InChI=1S/C3H7ClFP/c1-3(4,5)6-2/h6H,1-2H3",-339.9,-339.9,367.9,367.9,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,89.3395,-76.633,0.06,3.413,7.351,11.78,16.617,21.795,27.259,32.964,38.872,44.953,51.179,57.529,63.986,0.202,9.804,18.568,26.631,34.08,40.99,47.423,53.431,59.061,64.35,69.333,74.039,78.494,-232.408122,-231.687608,-194.604448,-156.32969,-117.395848,-78.10037,-38.63716,0.871894,40.35294,79.743832,120.09844,164.445348,208.870792,252.94235
PC(CC)(Cl)F,6617,128.511,C3H7ClFP,(1-chloro-1-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c1-2-3(4,5)6/h2,6H2,1H3",-325,-325,375.8,375.8,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,91.5057,-73.06,0.06,3.354,7.232,11.609,16.406,21.553,26.993,32.681,38.576,44.647,50.866,57.211,63.664,0.199,9.634,18.264,26.232,33.618,40.486,46.891,52.882,58.499,63.78,68.757,73.459,77.911,-219.862322,-219.153846,-182.826828,-145.24175,-106.949936,-68.260538,-29.383344,9.551398,48.46482,87.300628,127.09848,170.896992,214.775712,258.3018
CPC(Cl)CF,6618,128.511,C3H7ClFP,(1-chloro-2-fluoroethyl)(methyl)phosphane,"InChI=1S/C3H7ClFP/c1-6-3(4)2-5/h3,6H,2H2,1H3",-277,-277,393.4,393.4,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,96.2876,-61.618,0.057,3.276,7.101,11.441,16.209,21.333,26.756,32.428,38.311,44.37,50.579,56.916,63.361,0.193,9.409,17.92,25.819,33.161,40,46.383,52.358,57.963,63.234,68.203,72.899,77.345,-177.107122,-176.438862,-141.816668,-105.87037,-69.176372,-32.066816,5.24224,42.631834,79.9976,117.297456,155.559356,197.827768,240.179732,282.18408
PC(Cl)C(F)C,6619,128.511,C3H7ClFP,(1-chloro-2-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c1-2(5)3(4)6/h2-3H,6H2,1H3",-304.7,-304.7,366.5,366.5,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,88.9689,-68.21,0.057,3.265,7.08,11.412,16.176,21.3,26.725,32.401,38.287,44.352,50.566,56.907,63.358,0.192,9.376,17.864,25.75,33.087,39.924,46.31,52.288,57.897,63.173,68.146,72.845,77.295,-196.790922,-196.067608,-158.747472,-120.09111,-80.68454,-40.858232,-0.821556,39.28688,79.37734,119.390604,160.370092,205.353166,250.41812,295.13504
PC(Cl)CCF,6620,128.511,C3H7ClFP,(1-chloro-3-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c4-3(6)1-2-5/h3H,1-2,6H2",-271.1,-271.1,376.3,376.3,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,91.6309,-60.204,0.056,3.187,6.932,11.206,15.923,21.01,26.404,32.056,37.922,43.97,50.171,56.502,62.942,0.187,9.149,17.482,25.261,32.525,39.312,45.662,51.615,57.205,62.466,67.429,72.12,76.563,-166.111322,-165.405518,-129.013968,-91.21137,-52.599208,-13.53136,25.772772,65.162876,104.54838,143.86672,184.159644,228.458244,272.84792,316.8858
FCPC(Cl)C,6621,128.511,C3H7ClFP,(1-chloroethyl)(fluoromethyl)phosphane,"InChI=1S/C3H7ClFP/c1-3(4)6-2-5/h3,6H,2H2,1H3",-283.4,-283.4,371.7,371.7,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,90.3663,-63.136,0.058,3.278,7.101,11.437,16.201,21.32,26.738,32.405,38.283,44.338,50.543,56.876,63.318,0.193,9.414,17.921,25.814,33.149,39.98,46.358,52.327,57.927,63.195,68.161,72.854,77.298,-177.040522,-176.324682,-139.536668,-101.42246,-62.560552,-23.275144,16.21478,55.780644,95.33104,134.815944,175.26122,219.715516,264.255872,308.44903
CPC(F)CCl,6622,128.511,C3H7ClFP,(2-chloro-1-fluoroethyl)(methyl)phosphane,"InChI=1S/C3H7ClFP/c1-6-3(5)2-4/h3,6H,2H2,1H3",-324.1,-324.1,377.8,377.8,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,92.043,-72.836,0.058,3.27,7.094,11.436,16.207,21.335,26.76,32.434,38.319,44.38,50.59,56.928,63.374,0.192,9.387,17.898,25.801,33.148,39.99,46.377,52.353,57.96,63.233,68.203,72.899,77.346,-219.558322,-218.853428,-182.664964,-145.15365,-106.892128,-68.217138,-29.33596,9.611126,48.54358,87.40469,127.226172,171.053748,214.969892,258.53215
PC(F)C(Cl)C,6623,128.511,C3H7ClFP,(2-chloro-1-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c1-2(4)3(5)6/h2-3H,6H2,1H3",-330.4,-330.4,366.2,366.2,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,88.8789,-74.354,0.058,3.269,7.082,11.41,16.17,21.291,26.712,32.385,38.269,44.331,50.544,56.884,63.333,0.193,9.386,17.87,25.749,33.079,39.912,46.294,52.268,57.875,63.149,68.121,72.819,77.268,-222.401522,-221.674682,-184.327472,-145.64529,-106.210392,-66.349904,-26.279048,13.862732,53.99406,94.04652,135.062696,180.087056,225.194132,269.94983
CPCC(Cl)F,6624,128.511,C3H7ClFP,(2-chloro-2-fluoroethyl)(methyl)phosphane,"InChI=1S/C3H7ClFP/c1-6-2-3(4)5/h3,6H,2H2,1H3",-332.2,-332.2,390.1,390.1,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,95.3934,-74.797,0.057,3.264,7.086,11.426,16.195,21.322,26.746,32.42,38.304,44.364,50.574,56.912,63.358,0.192,9.374,17.878,25.778,33.122,39.962,46.348,52.324,57.93,63.203,68.173,72.869,77.316,-231.323722,-230.647608,-195.688308,-159.39529,-122.356244,-84.901222,-47.236668,-9.508296,28.20628,65.84993,104.449772,147.059888,189.758572,232.10337
PCC(C)(Cl)F,6625,128.511,C3H7ClFP,(2-chloro-2-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c1-3(4,5)2-6/h2,6H2,1H3",-370.4,-370.4,365.1,365.1,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,88.5735,-84.006,0.059,3.301,7.148,11.508,16.296,21.439,26.879,32.568,38.466,44.54,50.763,57.112,63.569,0.194,9.477,18.039,25.976,33.348,40.21,46.615,52.607,58.227,63.511,68.491,73.196,77.65,-262.073722,-261.341756,-223.905864,-185.17262,-145.710068,-105.840318,-65.77692,-25.65681,14.44198,54.461484,95.440524,140.421896,185.480968,230.19117
PCC(Cl)CF,6626,128.511,C3H7ClFP,(2-chloro-3-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c4-3(1-5)2-6/h3H,1-2,6H2",-298.3,-298.3,373.9,373.9,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,90.966,-66.68,0.055,3.176,6.913,11.183,15.899,20.984,26.379,32.031,37.899,43.948,50.151,56.482,62.925,0.186,9.118,17.434,25.206,32.466,39.252,45.603,51.556,57.147,62.41,67.374,72.065,76.51,-192.596122,-191.888444,-155.248116,-117.19047,-78.317408,-38.979046,0.584732,40.240334,79.8905,119.477264,160.02858,204.593514,249.24618,293.54705
FCPCCCl,6627,128.511,C3H7ClFP,(2-chloroethyl)(fluoromethyl)phosphane,"InChI=1S/C3H7ClFP/c4-1-2-6-3-5/h6H,1-3H2",-309.8,-309.8,374.9,374.9,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,91.2691,-69.43,0.056,3.187,6.938,11.218,15.939,21.025,26.417,32.064,37.925,43.967,50.161,56.485,62.919,0.187,9.148,17.494,25.285,32.554,39.341,45.688,51.636,57.221,62.476,67.434,72.119,76.558,-204.394122,-203.685518,-167.152296,-129.21137,-90.46924,-51.269334,-11.841504,27.679404,67.19404,106.645692,147.076944,191.509274,236.042712,280.22101
PC(F)CCCl,6628,128.511,C3H7ClFP,(3-chloro-1-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c4-2-1-3(5)6/h3H,1-2,6H2",-322.8,-322.8,370.8,370.8,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,90.1324,-72.532,0.056,3.189,6.936,11.213,15.932,21.02,26.415,32.066,37.933,43.981,50.181,56.511,62.95,0.187,9.156,17.495,25.279,32.545,39.334,45.685,51.637,57.228,62.489,67.451,72.141,76.584,-216.172322,-215.455518,-178.517312,-140.17182,-101.015092,-61.40226,-21.558996,18.37233,58.29822,98.156946,138.990256,183.830496,228.762648,273.33757
PCC(F)CCl,6629,128.511,C3H7ClFP,(3-chloro-2-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c4-1-3(5)2-6/h3H,1-2,6H2",-326.4,-326.4,380.7,380.7,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,92.8408,-73.369,0.056,3.166,6.906,11.184,15.909,21.003,26.405,32.064,37.938,43.992,50.199,56.534,62.979,0.185,9.086,17.408,25.195,32.469,39.267,45.626,51.587,57.183,62.45,67.417,72.112,76.558,-222.722522,-222.02301,-186.056412,-148.66539,-110.46564,-71.806024,-32.926008,6.042488,44.99886,83.894756,123.75186,167.620492,211.568496,255.17181
PCCC(Cl)F,6630,128.511,C3H7ClFP,(3-chloro-3-fluoropropyl)phosphane,"InChI=1S/C3H7ClFP/c4-3(5)1-2-6/h3H,1-2,6H2",-322.3,-322.3,373.2,373.2,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,90.7869,-72.405,0.055,3.168,6.903,11.171,15.884,20.968,26.361,32.012,37.878,43.926,50.126,56.457,62.897,0.186,9.096,17.405,25.173,32.431,39.215,45.564,51.515,57.105,62.366,67.328,72.019,76.462,-216.387522,-215.678444,-178.964772,-140.82166,-101.864804,-62.449336,-22.79842,16.941812,56.68246,96.3526,136.997324,181.648978,226.390872,270.78097
